,100,200,300,400,500,1000
0.5,10.2,13.3,17.2,22.7,26.6,37.5
0.8,20.3,23.4,30.5,36.7,39.8,43.0
1.0,22.7,26.6,35.9,39.1,39.8,46.9
1.3,32.8,41.4,45.3,48.4,50.0,52.3
1.5,36.7,46.1,48.4,52.3,52.3,53.9
1.8,35.9,43.8,46.1,51.6,51.6,57.0
2.0,39.1,44.5,48.4,50.8,52.3,57.8
