,100,200,300,400,500,1000
0.0,25.8,28.9,34.4,37.5,40.6,50.0
0.01,22.7,25.0,31.2,33.6,38.3,49.2
0.02,20.3,23.4,32.8,36.7,38.3,46.9
0.03,22.7,25.8,32.8,35.2,41.4,50.8
0.04,20.3,21.9,30.5,32.8,38.3,52.3
0.05,21.9,24.2,30.5,34.4,36.7,51.6
0.06,23.4,27.3,32.8,34.4,38.3,50.8
0.07,26.6,26.6,30.5,32.0,33.6,45.3
0.08,28.1,28.9,33.6,34.4,35.9,49.2
0.09,28.1,32.0,32.8,37.5,40.6,53.1
