,100,200,300,400,500,1000
0.0,0.0,0.0,0.8,2.3,2.3,4.7
0.01,4.7,4.7,5.5,5.5,5.5,7.0
0.02,3.1,3.9,4.7,5.5,5.5,7.0
0.03,3.1,3.9,3.9,4.7,4.7,6.2
0.04,3.1,3.9,3.9,4.7,4.7,6.2
0.05,3.1,3.9,3.9,4.7,4.7,6.2
0.06,2.3,3.1,3.1,3.9,3.9,6.2
0.07,2.3,3.1,3.1,3.9,3.9,6.2
0.08,3.9,4.7,4.7,5.5,5.5,6.2
0.09,3.9,4.7,4.7,5.5,5.5,6.2
