,100,200,300,400,500,1000
0.0,3.9,7.8,11.7,13.3,14.8,16.4
0.01,4.7,4.7,11.7,14.1,14.8,21.1
0.02,1.6,3.1,8.6,13.3,15.6,21.9
0.03,1.6,3.1,3.9,6.2,8.6,15.6
0.04,3.1,3.1,3.1,7.8,8.6,13.3
0.05,0.8,1.6,2.3,2.3,3.9,9.4
0.06,1.6,2.3,4.7,4.7,6.2,10.2
0.07,4.7,6.2,7.0,8.6,9.4,10.9
0.08,3.9,5.5,7.0,7.0,8.6,12.5
0.09,3.9,4.7,4.7,4.7,5.5,7.0
