,100,200,300,400,500,1000
0.0,70.3,78.1,78.1,85.9,86.7,100
0.01,66.4,75.0,76.6,85.9,85.9,100
0.02,75.0,79.7,80.5,87.5,87.5,100
0.03,79.7,88.3,92.2,94.5,100,100
0.04,84.4,92.2,93.0,94.5,100,100
0.05,96.1,100,100,100,100,100
0.06,95.3,100,100,100,100,100
0.07,93.0,98.4,100,100,100,100
0.08,96.9,100,100,100,100,100
0.09,93.0,94.5,100,100,100,100
