,100,200,300,400,500,1000
0.0,19.5,21.1,31.2,32.8,38.3,53.9
0.01,20.3,22.7,33.6,35.2,41.4,56.2
0.02,21.1,23.4,34.4,36.7,43.0,58.6
0.03,18.0,23.4,32.8,33.6,39.1,56.2
0.04,21.1,26.6,32.8,33.6,39.8,58.6
0.05,18.0,19.5,27.3,30.5,35.2,52.3
0.06,23.4,25.8,33.6,35.9,42.2,57.8
0.07,21.1,25.0,29.7,33.6,38.3,59.4
0.08,24.2,28.9,35.9,39.8,42.2,57.0
0.09,29.7,33.6,39.1,41.4,42.2,55.5
