,100,200,300,400,500,1000
0.5,1.6,1.6,1.6,1.6,1.6,1.6
0.8,0.8,0.8,0.8,0.8,0.8,2.3
1.0,0.8,0.8,0.8,1.6,1.6,2.3
1.3,0.8,0.8,0.8,1.6,1.6,6.2
1.5,0.8,0.8,0.8,1.6,2.3,7.0
1.8,0.8,1.6,1.6,2.3,2.3,11.7
2.0,0.8,2.3,2.3,3.9,3.9,14.8
