,100,200,300,400,500,1000
0.5,14.1,31.2,36.7,39.8,40.6,71.9
0.8,30.5,49.2,49.2,51.6,77.3,78.9
1.0,46.9,57.0,60.9,62.5,80.5,81.2
1.3,57.0,65.6,70.3,85.9,85.9,90.6
1.5,63.3,73.4,75.8,92.2,93.0,100
1.8,71.9,78.9,99.2,100,100,100
2.0,78.1,78.9,100,100,100,100
