,100,200,300,400,500,1000
0.0,10.9,14.8,17.2,20.3,22.7,39.1
0.01,6.2,12.5,18.0,19.5,22.7,39.8
0.02,7.0,14.8,18.0,19.5,21.9,39.1
0.03,8.6,14.8,18.8,20.3,21.9,40.6
0.04,10.2,14.1,18.0,18.8,19.5,42.2
0.05,12.5,14.8,18.0,18.8,18.8,39.1
0.06,12.5,14.8,17.2,18.8,18.8,37.5
0.07,11.7,14.1,15.6,17.2,18.0,37.5
0.08,11.7,13.3,14.1,15.6,17.2,32.0
0.09,14.1,19.5,22.7,25.0,26.6,36.7
