,100,200,300,400,500,1000
0.0,2.3,8.6,10.9,14.8,16.4,21.9
0.01,2.3,5.5,5.5,10.2,12.5,18.0
0.02,0.0,0.8,1.6,3.9,6.2,14.8
0.03,3.1,3.9,3.9,6.2,7.0,17.2
0.04,1.6,3.1,3.1,4.7,4.7,13.3
0.05,1.6,2.3,3.1,4.7,4.7,18.0
0.06,1.6,2.3,3.1,4.7,4.7,9.4
0.07,1.6,1.6,3.1,3.9,4.7,9.4
0.08,0.8,0.8,1.6,1.6,2.3,5.5
0.09,1.6,1.6,1.6,1.6,3.9,9.4
