,100,200,300,400,500,1000
0.0,22.7,25.0,27.3,30.5,31.2,41.4
0.01,20.3,25.0,28.1,31.2,31.2,42.2
0.02,15.6,21.9,28.9,32.0,32.8,41.4
0.03,17.2,21.9,29.7,32.8,32.8,43.8
0.04,25.0,25.8,32.0,32.0,32.0,40.6
0.05,24.2,26.6,30.5,30.5,31.2,38.3
0.06,24.2,29.7,35.2,35.9,35.9,42.2
0.07,28.9,32.8,36.7,36.7,36.7,43.8
0.08,30.5,33.6,36.7,37.5,37.5,47.7
0.09,32.8,34.4,36.7,38.3,38.3,46.9
