,100,200,300,400,500,1000
0.0,11.7,14.8,17.2,17.2,17.2,34.4
0.01,10.2,12.5,14.1,14.8,16.4,27.3
0.02,10.9,12.5,14.1,14.1,14.8,26.6
0.03,10.9,12.5,14.1,14.1,14.8,26.6
0.04,10.2,12.5,14.1,15.6,16.4,25.8
0.05,10.2,12.5,14.1,15.6,16.4,25.8
0.06,10.2,12.5,14.1,14.1,14.8,25.8
0.07,10.2,12.5,14.1,14.1,14.8,25.8
0.08,10.2,12.5,14.8,14.8,15.6,25.0
0.09,10.2,13.3,15.6,16.4,16.4,28.9
