,100,200,300,400,500,1000
0.0,3.9,16.4,25.8,28.9,29.7,32.8
0.01,0.8,5.5,12.5,25.0,28.1,35.2
0.02,5.5,6.2,7.8,20.3,22.7,32.0
0.03,6.2,6.2,6.2,12.5,14.8,29.7
0.04,1.6,2.3,2.3,3.1,3.9,14.8
0.05,2.3,3.1,3.1,3.9,4.7,13.3
0.06,1.6,2.3,2.3,3.9,3.9,10.9
0.07,3.1,3.9,4.7,5.5,6.2,14.8
0.08,3.1,5.5,5.5,6.2,6.2,16.4
0.09,5.5,7.8,10.2,10.9,10.9,15.6
